field	filter	public_value	code	swedish	english	synonyms	comments	source
sample_project_code		POSP	POSP			Bottenfaunaundersökning Utgrunden Rapport 2001:5		translate_PROJ
sample_project_code		POSP	POSP			Botteninventering i Köpingsvik		translate_PROJ
sample_project_code		POSP	POSP			Botteninventering_Köpingsvik		translate_PROJ
sample_project_code		POSP	POSP			Deponeringsplats_Tvegölja		translate_PROJ
sample_project_code		POSP	POSP			D-län - Marinbiologisk vegetationsinventering		translate_PROJ
sample_project_code		POSP	POSP			Eskön, Gävleborgs län - marin vegetationsinventering 2009		translate_PROJ
sample_project_code		POSP	POSP			Falsterbohalvöns marina reservat		translate_PROJ
sample_project_code		POSP	POSP			Farledsmuddring_Västervik		translate_PROJ
sample_project_code		POSP	POSP			Fastsittande alger och högre växter i Sundsvallsbukten		translate_PROJ
sample_project_code		POSP	POSP			Fältverifiering av potentiella sandbankar och rev Orust-Tjörn 2012		translate_PROJ
sample_project_code		POSP	POSP			Fältverifiering av potentiella sandbankar och rev Östergötland 2012		translate_PROJ
sample_project_code		POSP	POSP			Förundersökning_vindkraftspark		translate_PROJ
sample_project_code		POSP	POSP			Gålö naturreservat, Stockholms län: Marinbiologisk undersökning och naturvärdesbedömning.		translate_PROJ
sample_project_code		POSP	POSP			Hallands Väderö marina reservat		translate_PROJ
sample_project_code		POSP	POSP			Halsefjorden 2009		translate_PROJ
sample_project_code		POSP	POSP			Haninge 2010 - Marinbiologisk vegetationsinventering och naturvärdesbedömning		translate_PROJ
sample_project_code		POSP	POSP			Haninge Kommun, Sthlms län - Maringbiologisk vegetationsinventering och naturvärdesbedömning		translate_PROJ
sample_project_code		POSP	POSP			Hanö 2013 och 2015 - Regional miljöövervakning av vegetationsklädda bottnar.		translate_PROJ
sample_project_code		POSP	POSP			Hanöbukten - div små dykundersökningar		translate_PROJ
sample_project_code		POSP	POSP			Hanöbukten, Lunds universitet		translate_PROJ
sample_project_code		POSP	POSP			Idefjorden		translate_PROJ
sample_project_code		POSP	POSP			Inledande undersökning vid Nenningesund 2006		translate_PROJ
sample_project_code		POSP	POSP			Inventering av bottenfauna i Torrö naturreservat, Östergötlands skärgård		translate_PROJ
sample_project_code		POSP	POSP			Inventering av marina och limniska naturvärden i Östergötland 2012		translate_PROJ
sample_project_code		POSP	POSP			Inventering av Nordre älv		translate_PROJ
sample_project_code		POSP	POSP			Inventering av Stigfjorden 2009		translate_PROJ
sample_project_code		POSP	POSP			Inventering av vegetationsklädda bottnar i det marina naturreservatet Salvorev-Kopparstenarna		translate_PROJ
sample_project_code		POSP	POSP			Inventering av vegetationsklädda bottnar i Gräsö östra skärgård		translate_PROJ
sample_project_code		POSP	POSP			Inventering med dropvideo i Västernorrland 2009 - AQBI		translate_PROJ
sample_project_code		POSP	POSP			Inventering med dropvideo i Östergötland 2009 - AQBI		translate_PROJ
sample_project_code		POSP	POSP			Inventering med ROV av epibottenfauna för uppföljning av effekterna av det reglerade räktrålfisketi Gullmarn		translate_PROJ
sample_project_code		POSP	POSP			Inventering vid Vinga Fotö		translate_PROJ
sample_project_code		POSP	POSP			Inventering Vrångö skärgården 2009		translate_PROJ
sample_project_code		POSP	POSP			Inventering_Malmfjärden		translate_PROJ
sample_project_code		POSP	POSP			Inventering_Sturkö_innerskärgård		translate_PROJ
sample_project_code		POSP	POSP			Inventering_Verkö		translate_PROJ
sample_project_code		POSP	POSP			Inventering_Virån		translate_PROJ
sample_project_code		POSP	POSP			Järflotta naturreservat, Stockholms län - inventering av grunda vegetationsklädda områden		translate_PROJ
sample_project_code		POSP	POSP			Kartering av sex föreslagna referensområden för den regionala miljöövervakningen, Åtgärdsgrupp syd. Kalmar.		translate_PROJ
sample_project_code		POSP	POSP			Kartering marin miljö Skånes Län / Kartering Rev sandbankar / Kartering Reservat N Bjäre		translate_PROJ
sample_project_code		POSP	POSP			Kontrollprogram för dagvattenanläggning vid Sjöängen Stora Värtan 2014-2015		translate_PROJ
sample_project_code		POSP	POSP			Kartering Rev+Sandbankar, MARMONI, kartering flora fauna i Skåne och Blekinge Län		translate_PROJ
sample_project_code		POSP	POSP			Komplettering till Södermanland naturvärdesinventering och basinventering		translate_PROJ
sample_project_code		POSP	POSP			LAHOLMSBUKTENS KUSTVATTEN		translate_PROJ
sample_project_code		POSP	POSP			Yngelprovfiske i Bottniska viken		translate_PROJ
sample_project_code		POSP	POSP			Lilla Nassa-Gillöga, Stockholms län: Marinbiologisk undersökning		translate_PROJ
sample_project_code		POSP	POSP			Linjetaxering av akvatisk makrovegetation i yttre Gävlefjärden		translate_PROJ
sample_project_code		POSP	POSP			Linjetaxering av akvatisk makrovegetation vid Avanäset 2009		translate_PROJ
sample_project_code		POSP	POSP			Linjetaxering av akvatisk makrovegetation vid Bjuröklubb 2009		translate_PROJ
sample_project_code		POSP	POSP			Makrofauna öster om Singö (utpekat BSPA-område i Stockholms län)		translate_PROJ
sample_project_code		POSP	POSP			Mar Res Klasen/Fjaugen 2010		translate_PROJ
sample_project_code		POSP	POSP			Marin dykinventering 2009, Västernorrlands län		translate_PROJ
sample_project_code		POSP	POSP			Marin flora på hårdbotten - en inventering i Göteborg 2010		translate_PROJ
sample_project_code		POSP	POSP			Marin inventering vid Svärdsön i Nacka kommun 2011		translate_PROJ
sample_project_code		POSP	POSP			Marin inventering vid Virån, Kalmar län. Rapport 2010:6		translate_PROJ
sample_project_code		POSP	POSP			Marin kartering av Natura 2000 habitaten rev och sandbankar i Västerbottens län - Snöanskärgården och Holmöarna 2012		translate_PROJ
sample_project_code		POSP	POSP			Marina dykinventeringar av makrofyter 2009, Västernorrlands län.		translate_PROJ
sample_project_code		POSP	POSP			Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn		translate_PROJ
sample_project_code		POSP	POSP			Marinbiologisk undersökning och naturvärdesbedömning av Nåttarös grundområden		translate_PROJ
sample_project_code		POSP	POSP			Marinbiologisk undersökning och naturvärdesbedömning av Stora Nassas djupbottnar		translate_PROJ
sample_project_code		POSP	POSP			Marstrandsskärgården		translate_PROJ
sample_project_code		POSP	POSP			Mjältön Makrofytinventering 2015		translate_PROJ
sample_project_code		POSP	POSP			Måseskär		translate_PROJ
sample_project_code		POSP	POSP			Nacka kommun 2011, Sthlms län - marin vegetationsinventering kring Svärdsö		translate_PROJ
sample_project_code		POSP	POSP			Nacka kommun, Stockholms län: Marinbiologisk undersökning och naturvärdesbedömning.		translate_PROJ
sample_project_code		POSP	POSP			Naturvärdesinventering BD-län		translate_PROJ
sample_project_code		POSP	POSP			Naturvärdesinventering vid Juviken och Lillhavet i Västerbottens län		translate_PROJ
sample_project_code		POSP	POSP			Naturvärdesinventering vid Kinnbäcksfjärden i Västerbottens län		translate_PROJ
sample_project_code		POSP	POSP			Naturvärdesinventering vid Ostnäs i Västerbottens län		translate_PROJ
sample_project_code		POSP	POSP			Naturvärdesinventering vid Tavasten i Västerbottens län		translate_PROJ
sample_project_code		POSP	POSP			Naturvärdesinventering vid Örefjärden i Västerbottens län		translate_PROJ
sample_project_code		POSP	POSP			Nogersund muddertipplats rapport 2006:8		translate_PROJ
sample_project_code		POSP	POSP			Nogersund_muddertipplats		translate_PROJ
sample_project_code		POSP	POSP			Nåttarö, Stockholms län: Marinbiologisk undersökning och naturvärdesbedömning		translate_PROJ
sample_project_code		POSP	POSP			Nämdö - L. Husarn naturreservat, Stockholms län - inventering av grunda vegetationsklädda områden		translate_PROJ
sample_project_code		POSP	POSP			OKG - vegetationskontroll vid tillfälligt kylvattenutsläpp		translate_PROJ
sample_project_code		POSP	POSP			Orarna, Gävleborgs län - marin vegetationsinventering 2009		translate_PROJ
sample_project_code		POSP	POSP			Plankton i Svensksundsviken 2010/2011		translate_PROJ
sample_project_code		POSP	POSP			Platsundersökning inför eventuellt slutförvar av kärnbränsle i Oskarshamn, Simpevarp		translate_PROJ
sample_project_code		POSP	POSP			Platsundersökning vid Kärnkraftverket i Simpevarp 2003		translate_PROJ
sample_project_code		POSP	POSP			PMK Blekingekusten 1990 och 1991		translate_PROJ
sample_project_code		POSP	POSP			Regional inventering vid Svenska Högarna		translate_PROJ
sample_project_code		POSP	POSP			Sandemar, Stockholms län - basinventering av sandbank		translate_PROJ
sample_project_code		POSP	POSP			Sanering Oskarshamns hamn <or>Sanering_Oskarshamns_hamn		translate_PROJ
sample_project_code		POSP	POSP			Singö, Stockholms län: Marinbiologisk undersökning		translate_PROJ
sample_project_code		POSP	POSP			Siviksfjärden och Norbergsfjärden - marin vegetationsinventering 2009		translate_PROJ
sample_project_code		POSP	POSP			Skärgården öster om Lindön, Gävleborgs län - marin vegetationsinventering 2009		translate_PROJ
sample_project_code		POSP	POSP			Slutförvar_Kärnbränsle		translate_PROJ
sample_project_code		POSP	POSP			Soteskär		translate_PROJ
sample_project_code		POSP	POSP			Stilleryds_hamn_Kofsa_Nabb		translate_PROJ
sample_project_code		POSP	POSP			Stockholms skärgård - Marinbiologisk vegetationsinventering samt naturvärdesbedömning		translate_PROJ
sample_project_code		POSP	POSP			Stora Nassa, Värmdö kommun, Sthlms län: Marinbiologisk undersökning och naturvärdesbedömning		translate_PROJ
sample_project_code		POSP	POSP			Sturkö innerskärgård marininventering, HIK Rapport 95:3.		translate_PROJ
sample_project_code		POSP	POSP			Taggen_vindpark		translate_PROJ
sample_project_code		POSP	POSP			Test_enhuggsmetod_1997		translate_PROJ
sample_project_code		POSP	POSP			Transektinventering i påverkanområde. Gävle Fjärdar 2008		translate_PROJ
sample_project_code		POSP	POSP			Trendövervakning mjukbotten Kalmar län		translate_PROJ
sample_project_code		POSP	POSP			Trendövervakning vegetationsklädda bottnar Gävleborg<or>Trendövervakning vegetationsklädda bottnar Gävleborg 2012		translate_PROJ
sample_project_code		POSP	POSP			Trendövervakning vid Kronören i Västerbottens län		translate_PROJ
sample_project_code		POSP	POSP			Trödje-Hilleviksfjärden, Gävleborgs län - översiktlig inventering 2008		translate_PROJ
sample_project_code		POSP	POSP			Tullviksbäcken, Stockholms län - basinventering		translate_PROJ
sample_project_code		POSP	POSP			Undersökning av bottenförhållanden vid planerad deponeringsplats för muddermassor, Tvegölja SO Karlskrona, HIK Rapport 95:4.		translate_PROJ
sample_project_code		POSP	POSP			Undersökning inför muddring Stilleryds hamn och deponeringsplatsen söder om Kofsa Nabb		translate_PROJ
sample_project_code		POSP	POSP			Vattenfall förundersökning planerad vindkraftspark		translate_PROJ
sample_project_code		POSP	POSP			Vegetationsinventering Sävarfjärden ULTRA 2009, Västerbottens län.		translate_PROJ
sample_project_code		POSP	POSP			Vindbruk Taggen, Rapport 2006:9		translate_PROJ
sample_project_code		POSP	POSP			Vindkraft_Kårehamn		translate_PROJ
sample_project_code		POSP	POSP			Vindkraft_Södra_Öland		translate_PROJ
sample_project_code		POSP	POSP			Vindkraftetablering_Utgrunden		translate_PROJ
sample_project_code		POSP	POSP			Västernorrland marininventering 2008<or>Västernorrland marininventering 2008/Pelagia		translate_PROJ
sample_project_code		POSP	POSP			Västervik, farledsmuddring. Rapport 2008:5.		translate_PROJ
sample_project_code		POSP	POSP			Y-län - Marin dykinventering 2013, Höga kusten, Västernorrlands län		translate_PROJ
sample_project_code		POSP	POSP			Återinventering av skyddade skärgårdslokaler i Södermanlands läns regionala miljöövervakningsprogram		translate_PROJ
sample_project_code		POSP	POSP			Östergötland 2009 - inventering av vegetation och ankringsskador i naturhamnar.		translate_PROJ
sample_project_code		POSP	POSP			Projekt 101466 Bratten (ravin och pockmarks)		translate_PROJ
sample_project_code		POSP	POSP			PROJ Marin Modellering Skåne Blekinge, Lst Skåne, kartering av bottenfauna och -flora i Skåne Län, Kartering Rev+Sandbankar		translate_PROJ
sample_project_code		POSP	POSP			Forskningsdata Havstenfjord till Askeröfjord 2011		translate_PROJ
sample_project_code		PROJ Inventering av marina makroalger och marin fauna i Bohuslän 2000: Pater Noster	PANO	PROJ Inventering av marina makroalger och marin fauna i Bohuslän 2000: Pater Noster	Inventory of marine macroalgae and fauna in Bohuslän 2000: Pater Noster	Inventering av marina makroalger och marin fauna i Bohuslän 2000: Pater Noster		translate_PROJ
sample_project_code		PROJ Inventering av marina makroalger och marin fauna i Bohuslän 2000: Tistlarna	TIST	PROJ Inventering av marina makroalger och marin fauna i Bohuslän 2000: Tistlarna	Inventory of marine macroalgae and fauna in Bohuslän 2000: Tistlarna	Inventering av marina makroalger och marin fauna i Bohuslän 2000: Tistlarna		translate_PROJ
sample_project_code						projekt saknas<or>-		translate_PROJ
sample_project_code		PROJ Inventering av marin fauna och flora i Halland	PHA	PROJ Inventering av marin fauna och flora i Halland	Inventory of marin fauna and flora in Halland	 Nidingen-Hållsundsudde-Fjärehals<or>Nidingen-Hållsundsudde-Fjärehalsor<or>Inventering av marin fauna och flora i Halland 1997: Nidingen-Hållsundsudde-Fjärehals<or>Varbergs hamn<or>Grundområden Epifauna Halland<or>Grundområden Infauna Halland		translate_PROJ
sample_project_code		PROJ Videokartering av marina naturvärden i södra Öresund och området mellan Helsingborg-Helsingör 2022	DMM	PROJ Videokartering av marina naturvärden i södra Öresund och området mellan Helsingborg-Helsingör 2022	Videokartering av marina naturvärden i södra Öresund och området mellan Helsingborg-Helsingör 2022			translate_PROJ
sample_project_code		PROJ Marinbiologiska inventeringar i Nämdöskärgården	PABN	PROJ Marinbiologiska inventeringar i Nämdöskärgården	PROJ Marine biological inventories in the Nämdö archipelago	PROJ: Marinbiologiska inventeringar i Nämdöskärgården. Del 1: Dykinventering av vegetationsklädda hårdbottnar.		translate_PROJ
sample_project_code		PROJ Skåne län	PML	PROJ Skåne län	PROJ Skåne county			translate_PROJ
